schidkn,pscore,classid,cs,female,nwhite,n
51,29.57853,15142,22,1,0,1
11,30.72668,3300,22,0,1,1
23,9.134089,6620,15,0,1,1
28,18.32545,8335,23,1,1,1
28,18.32545,8100,15,1,1,1
3,14.14026,902,23,0,0,1
36,9.134089,10532,13,0,0,1
37,9.634089,10834,16,1,1,1
55,10.89335,16346,23,1,0,1
28,23.81927,8127,15,0,1,1
35,10.26372,10200,17,0,0,1
8,7.831619,2308,24,1,0,1
28,19.40569,8200,24,0,1,1
18,14.72313,5100,16,1,1,1
78,16.6614,23000,23,1,0,1
33,20.92066,9837,27,1,1,1
63,38.92683,18751,22,0,1,1
37,25.33424,11000,27,1,1,1
42,10.13671,12500,24,1,0,1
36,40.75399,10600,23,1,0,1
27,22.93918,7900,25,1,1,1
18,16.6614,5100,16,0,1,1
46,42.5935,13500,17,1,0,1
5,10.13671,1400,24,0,0,1
59,35.47004,17600,17,0,0,1
12,8.760166,3500,21,1,0,1
9,27.61819,2611,22,0,0,1
61,9.692266,18060,13,0,0,1
17,13.05029,4800,15,1,0,1
73,28.8219,21800,22,1,0,1
54,24.10585,16000,21,1,0,1
19,29.96387,5500,26,0,1,1
8,14.72313,2205,16,1,0,1
67,24.10585,19800,13,1,0,1
80,34.35276,23600,21,0,0,1
49,21.92683,14500,22,0,0,1
32,20.92066,9536,22,1,1,1
32,18.78486,9536,22,0,1,1
11,54.26017,3100,14,1,1,1
45,17.73548,13400,24,1,1,1
35,13.85893,10300,24,1,1,1
47,13.85893,14000,26,1,0,1
33,21.92683,9838,27,0,1,1
56,15.65523,16647,21,0,0,1
20,22.93918,5919,21,0,1,1
9,14.72313,2610,21,0,0,1
17,14.72313,4800,15,0,0,1
51,13.05029,15141,25,1,0,1
60,34.35276,17800,25,1,1,1
70,36.51942,20769,16,0,0,1
32,9.346586,9536,22,1,1,1
4,13.85893,1200,24,1,0,1
44,16.6614,13100,23,1,1,1
76,13.05029,22668,22,0,0,1
40,22.93918,11900,23,0,0,1
27,40.75399,7929,26,1,1,1
56,11.14906,16647,21,0,1,1
79,29.96387,23300,22,0,0,1
43,18.78486,12700,22,0,0,1
5,24.10585,1400,24,1,0,1
78,28.8219,23000,23,1,0,1
40,15.65523,11738,14,1,0,1
28,44.21696,8233,23,1,1,1
5,12.40831,1400,24,1,0,1
37,25.33424,11039,24,0,1,1
45,24.10585,13200,15,1,1,1
4,10.64906,1200,24,1,0,1
45,8.291031,13300,24,0,1,1
14,17.73548,4000,13,0,1,1
65,39.92683,19200,12,1,0,1
46,36.51942,13500,17,1,0,1
53,17.73548,15700,23,0,1,1
47,13.85893,13800,14,1,0,1
56,15.65523,16648,23,1,1,1
29,28.8219,8400,16,0,1,1
22,16.6614,6422,20,0,1,1
5,8.445352,1300,16,0,0,1
60,20.92066,17758,16,1,1,1
18,19.84041,5216,25,0,0,1
76,19.84041,22578,17,0,0,1
62,10.13671,18400,24,1,0,1
5,13.05029,1400,24,0,0,1
20,32.24165,5900,21,1,1,1
45,8.760166,13300,24,0,1,1
35,33.26634,10200,17,0,0,1
26,19.84041,7500,17,0,1,1
36,13.05029,10532,13,0,0,1
22,24.10585,6422,20,1,1,1
71,16.6614,21071,17,0,0,1
76,19.84041,22578,17,0,0,1
76,13.85893,22668,22,0,0,1
47,27.61819,13900,24,0,0,1
66,39.92683,19758,22,1,0,1
7,20.92066,1904,14,1,1,1
46,33.26634,13700,23,1,0,1
25,11.77868,7200,17,0,1,1
19,31.0935,5500,26,0,1,1
16,19.84041,4715,25,1,1,1
36,33.26634,10600,23,0,0,1
18,17.73548,5200,24,0,1,1
10,22.93918,3000,22,0,0,1
80,20.92066,23500,21,1,1,1
4,17.73548,1100,23,1,0,1
16,19.84041,4600,26,0,1,1
6,35.47004,1700,18,1,0,1
19,13.85893,5617,22,1,1,1
26,15.65523,7700,20,0,1,1
32,15.65523,9500,24,0,1,1
66,19.84041,19757,24,1,0,1
56,11.14906,16550,15,0,1,1
16,21.92683,4715,25,0,1,1
66,10.64906,19600,21,0,0,1
7,12.40831,2107,23,0,0,1
43,18.78486,12800,23,0,0,1
28,16.6614,8200,24,1,1,1
3,48.21696,800,22,0,0,1
63,24.10585,18751,22,1,0,1
12,24.10585,3500,21,0,0,1
53,9.00708,15700,23,0,1,1
32,15.65523,9500,24,1,1,1
1,40.75399,201,20,1,1,1
32,48.87745,9328,16,1,1,1
32,11.77868,9536,22,0,1,1
18,15.65523,5200,24,1,1,1
66,11.77868,19600,21,0,0,1
9,29.96387,2712,21,1,0,1
80,20.92066,23600,21,0,0,1
4,19.84041,1000,13,0,0,1
15,21.92683,4211,12,1,1,1
80,11.77868,23500,21,0,0,1
75,13.05029,22366,23,0,0,1
5,24.10585,1500,21,1,0,1
4,15.65523,1200,24,0,0,1
58,16.6614,17200,23,0,0,1
17,18.78486,4814,16,0,1,1
27,13.85893,7900,25,1,1,1
20,22.93918,5700,17,0,1,1
44,18.78486,12944,17,1,1,1
33,21.92683,9700,26,1,1,1
22,34.35276,6526,22,1,1,1
80,32.24165,23500,21,0,0,1
5,33.26634,1400,24,1,0,1
56,38.92683,16700,23,0,0,1
70,29.96387,20770,16,0,0,1
20,16.6614,5900,21,0,1,1
36,25.33424,10533,14,0,0,1
49,22.93918,14400,16,0,0,1
53,17.73548,15700,23,0,1,1
45,31.0935,13400,24,0,1,1
32,22.93918,9500,24,1,1,1
49,15.97712,14600,20,1,0,1
32,11.14906,9329,16,0,1,1
20,15.65523,5919,21,0,1,1
22,39.92683,6424,22,0,1,1
51,11.77868,15141,25,1,0,1
51,26.47622,15243,24,0,0,1
17,9.00708,4900,24,1,1,1
68,14.72313,20300,27,1,1,1
64,18.78486,19055,21,0,0,1
19,12.40831,5416,16,0,1,1
4,24.10585,1000,13,1,0,1
79,14.72313,23180,15,0,0,1
32,21.92683,9536,22,0,1,1
16,27.61819,4714,26,0,1,1
32,18.78486,9329,16,0,1,1
48,45.95152,14300,21,1,0,1
32,24.10585,9328,16,0,1,1
70,16.6614,20769,16,0,0,1
73,26.47622,21600,15,1,0,1
46,13.05029,13700,23,0,0,1
9,19.84041,2610,21,0,0,1
32,22.93918,9329,16,1,1,1
7,12.40831,2005,24,0,1,1
5,27.61819,1400,24,0,1,1
34,13.05029,10000,19,1,0,1
27,45.06881,7929,26,1,1,1
38,10.13671,11200,17,0,0,1
25,13.05029,7300,22,0,0,1
33,31.0935,9838,27,0,1,1
53,15.65523,15800,22,1,0,1
78,17.73548,22900,24,1,0,1
76,17.73548,22669,24,0,0,1
69,13.85893,20600,23,0,0,1
20,11.77868,5900,21,0,1,1
56,22.93918,16700,23,1,0,1
14,17.73548,4000,13,0,1,1
8,8.5935,2206,17,0,0,1
2,13.05029,400,16,0,1,1
19,17.73548,5500,26,0,1,1
3,45.95152,902,23,0,1,1
35,18.78486,10400,25,0,0,1
8,22.93918,2308,24,1,0,1
24,27.07432,6921,14,1,1,1
35,10.50025,10300,24,1,0,1
60,32.83358,17759,15,0,0,1
50,30.56198,14800,24,0,0,1
57,19.47556,16852,13,0,0,1
46,24.67926,13700,23,0,0,1
15,19.47556,4300,19,1,1,1
5,15.59901,1400,24,1,0,1
56,14.1484,16648,23,0,1,1
71,13.51877,21100,24,1,0,1
6,24.67926,1700,18,0,0,1
18,23.66692,5200,24,0,1,1
19,24.67926,5617,22,1,1,1
16,15.59901,4714,26,0,1,1
56,16.46321,16648,23,0,1,1
64,25.84593,19100,23,0,0,1
4,17.39531,1100,23,0,0,1
34,35.00642,9900,15,1,0,1
53,18.40148,15700,23,0,0,1
56,21.5805,16647,21,0,1,1
46,36.09284,13600,24,0,0,1
27,41.66692,7929,26,0,1,1
34,35.00642,10000,19,0,0,1
70,39.40766,20962,23,0,0,1
17,18.40148,4900,24,0,0,1
43,19.45729,12600,15,1,0,1
66,38.25951,19757,24,0,0,1
33,17.39531,9838,27,1,1,1
64,36.09284,19100,23,1,0,1
3,15.59901,902,23,0,0,1
64,18.40148,19100,23,1,0,1
53,12.38914,15600,15,0,0,1
24,38.25951,6922,14,0,1,1
19,22.66074,5500,26,0,1,1
79,27.07432,23300,22,0,0,1
62,21.5805,18300,17,0,0,1
1,25.84593,300,20,1,1,1
28,21.5805,8334,22,1,1,1
64,31.70395,19055,21,1,0,1
22,22.66074,6422,20,0,1,1
14,25.84593,4100,21,1,1,1
22,23.66692,6525,20,1,1,1
36,29.35827,10700,24,1,0,1
19,17.39531,5617,22,0,1,1
37,33.98173,10900,25,0,1,1
45,14.1484,13400,24,0,1,1
1,15.59901,300,20,0,0,1
2,14.1484,500,19,0,1,1
57,29.35827,16852,13,1,0,1
34,35.00642,10000,19,0,0,1
60,15.59901,17900,21,1,0,1
16,28.2163,4512,17,0,1,1
2,14.1484,600,19,0,1,1
67,30.56198,20000,18,0,0,1
28,36.09284,8233,23,0,1,1
78,19.47556,22900,24,1,0,1
79,18.40148,23180,15,0,0,1
16,16.46321,4714,26,1,1,1
25,19.45729,7300,22,1,0,1
42,30.56198,12342,16,1,0,1
5,28.2163,1400,24,0,0,1
22,20.52494,6422,20,0,1,1
28,39.40766,8335,23,1,1,1
56,21.5805,16647,21,1,1,1
20,35.00642,5700,17,1,1,1
32,27.07432,9329,16,0,1,1
16,22.66074,4714,26,1,1,1
75,11.43235,22367,24,0,0,1
67,20.52494,19800,13,1,0,1
62,32.83358,18400,24,1,0,1
66,16.46321,19757,24,0,0,1
76,17.39531,22700,23,0,0,1
42,19.45729,12300,17,0,0,1
15,29.35827,4400,15,0,1,1
21,14.79037,6100,23,0,1,1
17,11.08667,4900,24,0,1,1
12,21.5805,3500,21,1,0,1
46,18.40148,13700,23,0,0,1
6,25.84593,1600,13,1,0,1
11,30.56198,3200,22,0,0,1
51,15.59901,15142,22,1,0,1
33,45.14223,9600,15,1,1,1
74,28.2163,22000,24,0,0,1
38,36.09284,11100,13,1,0,1
1,31.70395,201,20,1,0,1
52,19.47556,15400,20,1,0,1
39,25.84593,11437,12,1,0,1
22,37.21012,6525,20,1,1,1
42,21.5805,12400,23,1,0,1
5,42.49408,1500,21,0,0,1
19,14.1484,5415,17,0,1,1
8,30.56198,2309,25,0,0,1
3,35.00642,902,23,1,0,1
42,39.40766,12500,24,0,0,1
70,19.47556,20961,24,1,0,1
39,15.59901,11500,20,1,0,1
27,48.48173,7823,14,0,1,1
72,22.66074,21464,22,1,0,1
24,22.66074,7000,21,0,1,1
27,48.48173,7930,27,0,1,1
38,20.52494,11200,17,1,0,1
37,31.70395,10900,25,1,1,1
76,21.5805,22700,23,0,0,1
61,19.45729,18060,13,0,0,1
33,30.56198,9837,27,0,1,1
28,32.83358,8335,23,0,1,1
57,12.88914,16900,19,0,0,1
73,54.37679,21600,15,1,0,1
5,28.2163,1500,21,0,0,1
16,17.39531,4512,17,0,1,1
54,37.21012,15900,15,1,0,1
28,16.46321,8335,23,0,1,1
56,20.52494,16550,15,0,0,1
12,39.40766,3400,14,1,0,1
34,28.2163,10000,19,0,0,1
75,10.18543,22366,23,0,0,1
66,25.84593,19757,24,0,0,1
54,29.35827,16000,21,0,1,1
33,21.5805,9600,15,0,1,1
56,33.98173,16550,15,1,0,1
8,14.79037,2206,17,1,0,1
18,22.66074,5200,24,1,1,1
9,39.40766,2712,21,1,0,1
42,40.66692,12400,23,0,0,1
35,10.33358,10400,25,0,0,1
45,11.43235,13300,24,0,1,1
24,19.47556,7100,18,0,1,1
22,29.35827,6526,22,1,1,1
67,29.35827,20000,18,0,0,1
33,25.84593,9838,27,1,1,1
29,42.49408,8600,19,0,1,1
68,29.35827,20300,27,0,1,1
35,20.52494,10300,24,0,0,1
33,29.35827,9838,27,1,1,1
32,30.56198,9500,24,1,1,1
56,41.66692,16700,23,0,0,1
70,15.59901,20770,16,0,0,1
45,17.39531,13200,15,1,1,1
48,16.46321,14340,23,0,0,1
26,19.45729,7700,20,0,1,1
57,42.49408,17000,20,0,0,1
24,27.07432,7000,21,0,1,1
66,9.87062,19757,24,0,0,1
6,29.35827,1600,13,1,0,1
8,36.09284,2400,23,1,0,1
43,13.51877,12800,23,1,0,1
53,13.51877,15800,22,0,1,1
15,32.83358,4300,19,1,1,1
70,24.67926,20770,16,0,0,1
56,16.46321,16700,23,1,0,1
34,19.47556,9900,15,1,0,1
19,17.39531,5618,26,0,1,1
66,47.69161,19600,21,0,0,1
47,32.83358,13800,14,0,0,1
56,39.40766,16700,23,0,0,1
48,45.95704,14145,13,0,1,1
3,14.79037,902,23,1,0,1
53,25.84593,15700,23,1,1,1
80,38.25951,23500,21,0,0,1
78,17.39531,22800,14,0,0,1
53,19.47556,15800,22,0,0,1
19,45.14223,5500,26,0,1,1
76,11.87679,22579,17,1,0,1
53,11.43235,15700,23,1,0,1
2,25.84593,600,19,1,0,1
44,27.07432,13100,23,1,1,1
31,20.52494,9100,21,0,1,1
78,16.46321,22900,24,0,0,1
17,15.59901,4900,24,0,1,1
53,11.08667,15800,22,0,1,1
19,10.18543,5500,26,0,1,1
9,33.98173,2507,13,0,0,1
18,29.35827,5100,16,0,1,1
33,18.40148,9838,27,1,1,1
4,27.07432,1000,13,1,0,1
4,30.56198,1100,23,1,0,1
25,25.84593,7300,22,1,0,1
9,18.40148,2610,21,0,0,1
15,12.38914,4300,19,1,1,1
61,12.38914,18200,22,0,0,1
9,44.33358,2712,21,0,0,1
17,16.46321,5000,24,1,1,1
8,36.09284,2309,25,1,0,1
71,13.51877,21072,16,1,0,1
36,19.47556,10600,23,0,0,1
22,28.2163,6526,22,0,1,1
21,14.79037,6220,27,0,0,1
33,20.52494,9838,27,1,1,1
11,17.39531,3300,22,0,1,1
26,30.56198,7500,17,0,1,1
32,43.42618,9328,16,1,1,1
2,11.08667,600,19,0,0,1
75,44.33358,22367,24,1,0,1
4,17.39531,1200,24,1,0,1
54,29.35827,15900,15,1,1,1
11,17.39531,3200,22,1,1,1
70,19.47556,20769,16,0,0,1
9,32.83358,2508,13,0,0,1
66,20.52494,19758,22,0,0,1
32,47.90398,9328,16,1,1,1
43,33.6509,12800,23,0,0,1
29,38.03979,8500,21,0,1,1
60,39.15707,17759,15,0,1,1
80,29.02127,23600,21,1,0,1
1,15.46571,201,20,1,0,1
63,23.52744,18854,22,0,0,1
29,18.41016,8500,21,1,1,1
36,47.90398,10700,24,0,0,1
21,19.34226,6220,27,0,1,1
48,31.30522,14340,23,1,0,1
64,34.78053,19100,23,1,0,1
6,24.60769,1600,13,1,1,1
71,16.73732,21200,24,0,0,1
63,29.02127,18663,15,0,1,1
32,16.73732,9536,22,0,1,1
29,21.4225,8500,21,1,1,1
19,19.34226,5618,26,0,1,1
43,22.47189,12700,22,0,0,1
57,26.62621,16852,13,0,0,1
32,26.62621,9500,24,1,1,1
26,17.54596,7700,20,0,1,1
51,36.95337,15141,25,1,0,1
14,31.30522,4100,21,0,1,1
27,29.02127,7929,26,0,1,1
42,23.35118,12300,17,1,0,1
45,16.73732,13300,24,1,1,1
64,35.92868,19055,21,1,0,1
66,27.79288,19565,14,0,0,1
47,20.34843,14000,26,1,0,1
38,24.60769,11200,17,0,0,1
44,47.90398,13100,23,0,1,1
23,23.35118,6800,23,0,1,1
55,41.3546,16400,21,1,0,1
15,16.73732,4300,19,0,1,1
53,31.30522,15800,22,1,1,1
20,42.61386,5700,17,0,1,1
55,42.61386,16345,22,0,0,1
64,14.33608,19055,21,1,0,1
22,16.09534,6525,20,1,1,1
22,19.34226,6525,20,0,1,1
47,25.61386,13900,24,0,0,1
53,15.46571,15800,22,1,1,1
60,27.79288,17800,25,0,0,1
18,19.34226,5100,16,1,1,1
59,15.46571,17456,13,1,0,1
20,29.02127,5900,21,1,1,1
28,23.52744,8200,24,1,1,1
44,48.75584,12900,16,1,0,1
22,29.02127,6525,20,0,1,1
60,21.4225,17758,16,0,0,1
18,14.83608,5216,25,0,1,1
78,27.79288,22800,14,1,0,1
16,23.52744,4715,25,0,1,1
46,51.90398,13700,23,1,1,1
28,35.92868,8334,22,1,1,1
15,39.15707,4300,19,0,1,1
36,32.50893,10600,23,1,0,1
55,21.4225,16345,22,1,1,1
21,26.62621,6220,27,1,1,1
32,15.46571,9500,24,1,1,1
43,30.16324,12643,14,1,0,1
20,42.61386,5919,21,0,1,1
14,32.50893,4100,21,1,1,1
4,14.83608,1200,24,0,0,1
48,39.15707,14340,23,1,0,1
43,30.16324,12800,23,0,0,1
16,22.47189,4600,26,0,1,1
55,19.34226,16346,23,0,0,1
74,16.73732,21976,16,0,0,1
71,24.60769,21100,24,0,0,1
48,44.44102,14300,21,1,0,1
80,32.50893,23500,21,0,0,1
30,19.34226,8900,23,0,1,1
4,22.47189,1200,24,0,0,1
2,20.34843,500,19,1,1,1
78,35.92868,23000,23,1,0,1
20,25.61386,5700,17,1,1,1
53,23.52744,15600,15,0,1,1
57,19.34226,16900,19,1,0,1
29,34.78053,8600,19,0,1,1
19,32.50893,5415,17,1,1,1
3,32.50893,800,22,1,0,1
16,16.73732,4714,26,1,1,1
55,42.61386,16346,23,0,0,1
43,29.02127,12800,23,1,0,1
22,17.54596,6423,22,1,1,1
28,23.52744,8100,15,0,1,1
34,30.16324,10100,20,0,0,1
53,21.4225,15700,23,0,0,1
39,16.73732,11437,12,0,0,1
6,30.16324,1600,13,0,0,1
64,30.16324,19055,21,1,1,1
18,20.34843,5216,25,1,1,1
72,22.47189,21463,23,0,0,1
76,16.09534,22668,22,0,0,1
3,18.41016,902,23,0,0,1
36,30.16324,10600,23,0,0,1
40,49.63855,11800,22,0,0,1
9,31.30522,2610,21,0,0,1
43,30.16324,12700,22,0,0,1
43,25.61386,12800,23,0,0,1
20,39.15707,5900,21,1,1,1
56,22.47189,16551,16,0,1,1
39,12.69411,11600,19,1,0,1
2,19.34226,600,19,0,0,1
75,29.02127,22367,24,1,0,1
33,23.35118,9700,26,1,1,1
1,46.28053,201,20,1,0,1
33,29.02127,9630,16,0,1,1
33,15.46571,9837,27,0,1,1
50,32.50893,14800,24,0,0,1
56,18.41016,16700,23,0,0,1
48,42.61386,14300,21,0,0,1
3,32.50893,701,15,0,0,1
64,42.61386,19100,23,0,0,1
43,23.52744,12800,23,1,0,1
47,19.34226,13900,24,1,0,1
80,29.02127,23500,21,0,1,1
44,33.6509,13100,23,0,1,1
67,26.62621,20000,18,0,0,1
17,12.4472,4814,16,1,1,1
74,17.54596,21977,16,1,0,1
62,40.20646,18500,23,1,0,1
6,39.15707,1800,23,0,0,1
1,30.16324,201,20,1,0,1
71,23.52744,21071,17,0,0,1
15,20.34843,4211,12,1,1,1
51,30.16324,15141,25,1,0,1
18,23.52744,5200,24,1,1,1
45,27.79288,13400,24,0,1,1
62,19.34226,18500,23,0,0,1
35,39.15707,10400,25,0,0,1
25,30.16324,7400,27,1,0,1
2,24.60769,600,19,0,0,1
76,22.47189,22700,23,1,0,1
58,35.92868,17200,23,0,1,1
38,25.61386,11300,19,1,0,1
16,21.4225,4714,26,1,1,1
34,24.60769,10100,20,0,0,1
71,19.34226,21200,24,0,0,1
47,20.34843,13800,14,0,0,1
8,36.95337,2309,25,0,0,1
45,19.34226,13400,24,0,1,1
79,27.79288,23181,14,1,0,1
16,23.52744,4600,26,0,1,1
23,14.83608,6800,23,1,1,1
24,27.79288,7100,18,0,1,1
22,26.62621,6526,22,0,1,1
7,29.02127,2106,24,0,0,1
75,46.28053,22367,24,1,0,1
75,14.83608,22366,23,0,0,1
28,18.41016,8200,24,1,1,1
28,43.61386,8125,17,0,1,1
2,22.47189,400,16,1,0,1
64,23.52744,19055,21,0,0,1
32,30.16324,9500,24,1,1,1
60,30.16324,17900,21,1,0,1
19,20.34843,5416,16,1,1,1
38,25.61386,11200,17,1,0,1
1,31.30522,201,20,1,0,1
22,20.34843,6423,22,0,1,1
34,34.78053,10100,20,1,0,1
57,23.52744,16900,19,0,0,1
4,14.83608,1000,13,1,0,1
37,25.61386,10834,16,1,0,1
1,23.52744,201,20,0,1,1
19,23.52744,5415,17,1,1,1
39,15.46571,11600,19,0,0,1
13,26.62621,3800,23,1,0,1
9,51.90398,2712,21,0,0,1
33,20.34843,9700,26,0,1,1
25,47.90398,7400,27,0,0,1
26,31.30522,7700,20,1,1,1
33,26.62621,9838,27,0,1,1
60,20.34843,17759,15,1,0,1
66,20.34843,19566,14,0,0,1
9,32.50893,2611,22,0,0,1
44,20.34843,12944,17,0,0,1
1,27.79288,201,20,0,0,1
42,23.35118,12300,17,0,0,1
8,29.02127,2309,25,1,0,1
17,15.46571,4800,15,0,1,1
64,55.50275,19056,19,0,0,1
25,20.34843,7300,22,0,0,1
18,30.16324,5216,25,0,1,1
71,21.4225,21200,24,1,0,1
47,19.34226,13800,14,1,0,1
4,19.34226,1100,23,0,0,1
80,32.50893,23500,21,0,0,1
41,38.03979,12040,13,0,0,1
28,17.54596,8334,22,0,1,1
3,16.73732,902,23,0,0,1
12,47.08917,3500,21,1,0,1
73,22.47189,21675,13,0,0,1
36,31.30522,10533,14,1,0,1
27,15.46571,7823,14,0,1,1
31,19.34226,9100,21,0,1,1
43,16.09534,12600,15,0,0,1
15,29.02127,4210,13,1,1,1
23,23.35118,6800,23,1,1,1
32,29.02127,9500,24,0,1,1
79,29.02127,23300,22,0,0,1
61,34.78053,18060,13,1,0,1
58,46.28053,17350,22,0,0,1
28,16.09534,8125,17,1,1,1
37,41.3546,11039,24,0,0,1
11,54.37312,3200,22,1,0,1
61,23.52744,18100,20,1,0,1
61,40.08408,18100,20,1,0,1
63,29.83717,18751,22,0,0,1
55,34.55322,16345,22,1,0,1
6,20.45445,1800,23,1,0,1
17,25.57174,4900,24,0,1,1
62,22.39272,18400,24,1,0,1
38,37.97297,11300,19,0,0,1
59,33.34951,17600,17,1,0,1
64,27.43977,19056,19,1,0,1
5,14.17667,1400,24,1,1,1
25,18.78161,7300,22,1,0,1
4,27.65815,1200,24,1,0,1
75,18.78161,22367,24,0,0,1
18,25.57174,5300,22,1,1,1
16,27.65815,4513,17,1,1,1
12,21.38655,3500,21,0,0,1
76,28.6705,22669,24,0,0,1
60,27.65815,17900,21,1,1,1
69,35.69519,20500,22,1,0,1
24,22.39272,7100,18,1,1,1
42,27.43977,12500,24,0,1,1
80,28.6705,23500,21,0,0,1
58,27.43977,17350,22,1,0,1
72,25.57174,21464,22,0,0,1
57,29.83717,16852,13,0,1,1
60,24.51618,17900,21,1,0,1
20,19.59025,5800,21,0,1,1
72,37.97297,21464,22,1,0,1
66,19.59025,19565,14,1,0,1
58,49.13346,17350,22,0,0,1
31,41.20136,9100,21,0,1,1
33,55.82482,9600,15,1,1,1
29,22.39272,8600,19,0,1,1
1,44.65816,300,20,0,0,1
63,27.65815,18662,14,1,0,1
2,23.4668,500,19,1,0,1
35,36.82482,10300,24,0,0,1
38,32.20753,11100,13,0,0,1
29,34.55322,8500,21,0,1,1
10,19.59025,3000,22,1,0,1
19,15.86803,5618,26,1,1,1
6,27.65815,1600,13,1,0,1
9,56.41742,2507,13,1,0,1
1,29.83717,300,20,0,1,1
47,38.99766,13900,24,0,0,1
66,28.6705,19600,21,1,0,1
52,22.39272,15400,20,0,1,1
55,28.6705,16345,22,0,0,1
9,53.18902,2713,21,0,0,1
59,47.41742,17456,13,1,0,1
55,40.08408,16200,13,0,0,1
33,31.06556,9838,27,0,1,1
55,27.65815,16346,23,0,0,1
43,45.65816,12800,23,1,0,1
40,31.06556,11900,23,1,0,1
18,19.59025,5200,24,0,1,1
18,15.42359,5216,25,1,0,1
8,38.99766,2309,25,0,0,1
50,23.4668,14900,22,1,1,1
37,38.99766,10900,25,0,0,1
44,34.55322,13100,23,0,0,1
71,23.4668,21100,24,0,0,1
16,27.65815,4715,25,0,1,1
22,18.78161,6526,22,0,1,1
28,18.78161,8335,23,1,1,1
72,34.55322,21463,23,1,0,1
35,25.57174,10200,17,1,0,1
48,18.78161,14340,23,1,0,1
3,35.69519,902,23,1,0,1
34,54.60877,9931,15,1,0,1
35,21.38655,10400,25,0,0,1
4,27.65815,1000,13,1,0,1
46,51.68285,13500,17,0,1,1
40,26.65198,11900,23,0,0,1
4,42.25075,1100,23,0,0,1
67,26.65198,20000,18,0,0,1
43,32.20753,12600,15,1,0,1
43,31.06556,12700,22,1,0,1
52,22.39272,15500,22,0,0,1
19,26.65198,5415,17,0,1,1
18,26.65198,5300,22,0,1,1
60,44.65816,17800,25,0,0,1
62,27.65815,18400,24,0,0,1
48,36.82482,14200,22,0,0,1
16,26.65198,4715,25,0,1,1
59,33.34951,17500,17,1,0,1
50,33.34951,14800,24,0,0,1
22,29.83717,6422,20,1,1,1
39,22.39272,11600,19,0,0,1
32,31.06556,9536,22,1,1,1
59,18.78161,17600,17,0,0,1
62,15.07791,18500,23,1,1,1
33,55.82482,9837,27,0,1,1
62,31.06556,18500,23,1,0,1
28,47.41742,8125,17,1,1,1
32,17.51001,9536,22,1,1,1
27,43.3989,7824,14,1,1,1
3,47.41742,902,23,0,0,1
25,31.06556,7300,22,1,1,1
73,53.94828,21800,22,1,0,1
73,53.18902,21675,13,0,0,1
63,14.7384,18854,22,0,1,1
11,57.54704,3200,22,0,0,1
16,32.20753,4513,17,0,1,1
37,21.38655,10834,16,0,0,1
9,43.3989,2611,22,1,0,1
9,42.25075,2508,13,0,0,1
18,29.83717,5100,16,1,1,1
50,27.65815,14900,22,0,0,1
9,48.32482,2610,21,1,0,1
2,25.57174,400,16,0,0,1
20,25.57174,5900,21,1,1,1
18,37.97297,5200,24,1,1,1
42,44.65816,12500,24,1,0,1
62,26.65198,18500,23,0,0,1
62,34.55322,18400,24,0,0,1
1,26.65198,200,20,1,1,1
6,21.38655,1700,18,1,0,1
71,15.07791,21200,24,0,0,1
18,29.83717,5200,24,0,1,1
32,24.51618,9500,24,0,1,1
40,25.57174,11900,23,1,0,1
14,43.3989,4100,21,0,1,1
42,23.4668,12500,24,1,0,1
37,40.08408,11000,27,0,1,1
18,21.38655,5200,24,1,1,1
3,25.57174,902,23,1,0,1
70,46.48531,20962,23,1,0,1
37,26.65198,11000,27,0,0,1
50,55.82482,14800,24,0,0,1
71,27.65815,21072,16,0,0,1
8,23.4668,2400,23,1,0,1
73,55.19519,21600,15,1,0,1
18,18.78161,5300,22,0,0,1
15,22.39272,4300,19,0,1,1
16,15.86803,4714,26,1,1,1
16,29.83717,4715,25,1,1,1
63,46.48531,18854,22,0,0,1
67,42.25075,19800,13,0,0,1
9,35.69519,2610,21,0,0,1
7,27.65815,2106,24,1,1,1
35,17.51001,10400,25,1,0,1
24,18.78161,7000,21,1,1,1
65,49.94828,19400,19,0,0,1
63,37.97297,18751,22,1,0,1
38,32.20753,11300,19,1,0,1
20,20.45445,5900,21,0,1,1
20,25.57174,5900,21,0,1,1
22,29.83717,6526,22,1,1,1
18,35.69519,5100,16,0,1,1
34,47.41742,9931,15,0,0,1
26,23.4668,7700,20,1,1,1
44,41.20136,13100,23,0,1,1
73,36.82482,21675,13,1,0,1
23,36.82482,6619,16,1,1,1
46,49.13346,13700,23,1,0,1
48,27.43977,14300,21,1,0,1
65,40.08408,19200,12,1,0,1
24,32.20753,6921,14,1,1,1
12,17.51001,3400,14,0,0,1
15,26.65198,4400,15,0,1,1
66,41.20136,19565,14,0,0,1
35,24.51618,10400,25,1,0,1
5,38.99766,1400,24,0,0,1
51,48.32482,15243,24,0,0,1
23,24.51618,6620,15,1,1,1
69,27.65815,20600,23,0,0,1
42,36.82482,12400,23,1,0,1
38,44.65816,11300,19,1,0,1
71,22.39272,21071,17,0,0,1
18,23.4668,5300,22,1,1,1
6,21.38655,1700,18,0,0,1
79,42.25075,23181,14,0,0,1
6,43.3989,1600,13,0,0,1
19,17.51001,5617,22,0,1,1
40,31.06556,11739,12,0,0,1
57,34.55322,16900,19,0,0,1
35,27.65815,10300,24,0,0,1
